RegionHex,Log-Likelihood,Likelihood
0x3bca,-12.515,3.67117E-06
0x6c6d,-12.5157,3.6686E-06
0x71b2,-12.5158,3.66823E-06
0x654d,-12.5158,3.66823E-06
0x7859,-12.516,3.6675E-06
0x45da,-12.516,3.6675E-06
0x7a73,-12.5161,3.66713E-06
0x0f8e,-12.5168,3.66457E-06
0x0a91,-12.5172,3.6631E-06
0x1cb0,-12.5173,3.66274E-06
0x6899,-12.5184,3.65871E-06
0x3fe6,-12.5189,3.65688E-06
0x36e1,-12.5196,3.65432E-06
0x698d,-12.5197,3.65396E-06
0x4e12,-12.5199,3.65323E-06
0x45f8,-12.5203,3.65176E-06
0x50ce,-12.5206,3.65067E-06
0x4de8,-12.5208,3.64994E-06
0x66bf,-12.5213,3.64811E-06
0x1faf,-12.5213,3.64811E-06
0x70fa,-12.5215,3.64739E-06
0x40ce,-12.523,3.64192E-06
0x40a4,-12.5234,3.64046E-06
0x0fe0,-12.5243,3.63719E-06
0x5457,-12.5244,3.63682E-06
0x62e8,-12.5251,3.63428E-06
0x6d86,-12.5254,3.63319E-06
0x75da,-12.5257,3.6321E-06
0x4a52,-12.5262,3.63028E-06
0x65b2,-12.5266,3.62883E-06
0x2ea0,-12.5266,3.62883E-06
0x4457,-12.5267,3.62847E-06
0x4ebd,-12.5267,3.62847E-06
0x65da,-12.528,3.62375E-06
0x4882,-12.5283,3.62267E-06
0x5c78,-12.5288,3.62086E-06
0x546f,-12.5296,3.61796E-06
0x3990,-12.5296,3.61796E-06
0x58b7,-12.5296,3.61796E-06
0x5180,-12.5299,3.61688E-06
0x5c49,-12.53,3.61651E-06
0x770e,-12.5309,3.61326E-06
0x7cbd,-12.5311,3.61254E-06
0x769e,-12.5311,3.61254E-06
0x17a7,-12.5313,3.61182E-06
0x2e8b,-12.5313,3.61182E-06
0x5798,-12.5317,3.61037E-06
0x1bf0,-12.5317,3.61037E-06
0x5754,-12.5318,3.61001E-06
0x42f2,-12.5321,3.60893E-06
0x65f8,-12.5322,3.60857E-06
0x4180,-12.5322,3.60857E-06
0x70ce,-12.5326,3.60712E-06
0x6de8,-12.5328,3.6064E-06
0x5da6,-12.5329,3.60604E-06
0x7e3e,-12.5332,3.60496E-06
0x670e,-12.5332,3.60496E-06
0x669e,-12.5335,3.60388E-06
0x499d,-12.5336,3.60352E-06
0x40b5,-12.534,3.60208E-06
0x4798,-12.534,3.60208E-06
0x4754,-12.5341,3.60172E-06
0x5e32,-12.5344,3.60064E-06
0x60ce,-12.5349,3.59884E-06
0x6a09,-12.535,3.59848E-06
0x5864,-12.5351,3.59812E-06
0x0bd0,-12.5357,3.59596E-06
0x5abf,-12.5359,3.59524E-06
0x522b,-12.5363,3.5938E-06
0x7457,-12.5363,3.5938E-06
0x1990,-12.5365,3.59308E-06
0x0ba5,-12.5366,3.59272E-06
0x40b0,-12.5368,3.59201E-06
0x4d8c,-12.5372,3.59057E-06
0x1d94,-12.5376,3.58913E-06
0x728b,-12.5378,3.58841E-06
0x5388,-12.5378,3.58841E-06
0x6a52,-12.5382,3.58698E-06
0x0e8b,-12.5382,3.58698E-06
0x3f97,-12.5384,3.58626E-06
0x53d9,-12.5385,3.5859E-06
0x6457,-12.5386,3.58555E-06
0x7e39,-12.539,3.58411E-06
0x0ba0,-12.5395,3.58232E-06
0x628b,-12.5401,3.58017E-06
0x4388,-12.5401,3.58017E-06
0x3dd1,-12.5402,3.57981E-06
0x762f,-12.5403,3.57946E-06
0x4f7b,-12.5404,3.5791E-06
0x42e9,-12.5404,3.5791E-06
0x7c78,-12.5408,3.57767E-06
0x43d9,-12.5409,3.57731E-06
0x746f,-12.5415,3.57516E-06
0x58a2,-12.5417,3.57445E-06
0x74ba,-12.5419,3.57373E-06
0x7c49,-12.5419,3.57373E-06
0x7c8b,-12.5421,3.57302E-06
0x6f26,-12.5424,3.57195E-06
0x4ebc,-12.5425,3.57159E-06
0x59ab,-12.5428,3.57052E-06
0x7754,-12.5438,3.56695E-06
0x62f2,-12.5441,3.56588E-06
0x64b6,-12.5441,3.56588E-06
0x7888,-12.5441,3.56588E-06
0x6c89,-12.5443,3.56517E-06
0x7191,-12.545,3.56267E-06
0x42f3,-12.5451,3.56231E-06
0x59ad,-12.5454,3.56125E-06
0x6754,-12.5461,3.55875E-06
0x7e0d,-12.5463,3.55804E-06
0x5357,-12.5468,3.55626E-06
0x79bf,-12.5469,3.55591E-06
0x7864,-12.5471,3.5552E-06
0x6191,-12.5473,3.55449E-06
0x4846,-12.5474,3.55413E-06
0x4364,-12.5481,3.55164E-06
0x497e,-12.5484,3.55058E-06
0x3eb3,-12.5484,3.55058E-06
0x0fa2,-12.5488,3.54916E-06
0x33e1,-12.5488,3.54916E-06
0x4357,-12.5491,3.54809E-06
0x3f9b,-12.5493,3.54738E-06
0x5a50,-12.5498,3.54561E-06
0x3db4,-12.5499,3.54526E-06
0x73d9,-12.5505,3.54313E-06
0x1eb3,-12.5509,3.54171E-06
0x6896,-12.552,3.53782E-06
0x6f7b,-12.5524,3.5364E-06
0x62e9,-12.5524,3.5364E-06
0x589a,-12.5528,3.53499E-06
0x63d9,-12.5528,3.53499E-06
0x16a5,-12.5529,3.53464E-06
0x45a1,-12.5529,3.53464E-06
0x4d8a,-12.5529,3.53464E-06
0x6b19,-12.5533,3.53322E-06
0x496f,-12.5535,3.53252E-06
0x4576,-12.5537,3.53181E-06
0x487f,-12.5539,3.5311E-06
0x1784,-12.554,3.53075E-06
0x7f16,-12.5541,3.5304E-06
0x0fc5,-12.5554,3.52581E-06
0x5986,-12.5556,3.52511E-06
0x2ba0,-12.5559,3.52405E-06
0x773b,-12.5559,3.52405E-06
0x1f9b,-12.5562,3.52299E-06
0x0784,-12.5564,3.52229E-06
0x2e92,-12.5568,3.52088E-06
0x3b95,-12.557,3.52017E-06
0x62f3,-12.5571,3.51982E-06
0x1bb4,-12.5575,3.51841E-06
0x562e,-12.5575,3.51841E-06
0x3bcb,-12.5581,3.5163E-06
0x447d,-12.5582,3.51595E-06
0x6a9e,-12.5583,3.5156E-06
0x416d,-12.5584,3.51525E-06
0x7357,-12.5588,3.51384E-06
0x6846,-12.5594,3.51174E-06
0x55bf,-12.5594,3.51174E-06
0x6bb8,-12.5595,3.51139E-06
0x58b6,-12.5597,3.51068E-06
0x6364,-12.56,3.50963E-06
0x697e,-12.5604,3.50823E-06
0x49f9,-12.5604,3.50823E-06
0x37f0,-12.5606,3.50752E-06
0x6357,-12.5611,3.50577E-06
0x7a50,-12.5618,3.50332E-06
0x7e01,-12.5626,3.50052E-06
0x4e19,-12.5628,3.49982E-06
0x5579,-12.563,3.49912E-06
0x0e92,-12.5637,3.49667E-06
0x2f8f,-12.5639,3.49597E-06
0x3ab1,-12.5641,3.49527E-06
0x436b,-12.5643,3.49457E-06
0x7322,-12.5643,3.49457E-06
0x7cbc,-12.5645,3.49387E-06
0x2fa2,-12.5652,3.49143E-06
0x696f,-12.5655,3.49038E-06
0x6576,-12.5657,3.48968E-06
0x687f,-12.5658,3.48933E-06
0x5abe,-12.566,3.48864E-06
0x5077,-12.5663,3.48759E-06
0x5daa,-12.5664,3.48724E-06
0x1ab1,-12.5665,3.48689E-06
0x64a0,-12.5687,3.47923E-06
0x7726,-12.5691,3.47784E-06
0x4b74,-12.5691,3.47784E-06
0x647d,-12.5702,3.47401E-06
0x78b9,-12.5703,3.47367E-06
0x616d,-12.5704,3.47332E-06
0x0a87,-12.5707,3.47228E-06
0x2aa4,-12.5709,3.47158E-06
0x3fd4,-12.5712,3.47054E-06
0x5d19,-12.5722,3.46707E-06
0x56bd,-12.5722,3.46707E-06
0x6987,-12.5722,3.46707E-06
0x69f9,-12.5723,3.46673E-06
0x7799,-12.5738,3.46153E-06
0x564a,-12.5741,3.46049E-06
0x769f,-12.5743,3.4598E-06
0x4aad,-12.5745,3.45911E-06
0x5084,-12.5747,3.45842E-06
0x4d8d,-12.5749,3.45772E-06
0x7579,-12.5749,3.45772E-06
0x556e,-12.5757,3.45496E-06
0x3eb2,-12.5758,3.45461E-06
0x6799,-12.5762,3.45323E-06
0x636b,-12.5763,3.45289E-06
0x7e3f,-12.5763,3.45289E-06
0x464a,-12.5764,3.45254E-06
0x669f,-12.5766,3.45185E-06
0x71b9,-12.5766,3.45185E-06
0x50e8,-12.5767,3.45151E-06
0x4084,-12.5771,3.45013E-06
0x594b,-12.5772,3.44978E-06
0x1eb2,-12.5782,3.44633E-06
0x7077,-12.5783,3.44599E-06
0x1ff4,-12.5787,3.44461E-06
0x45b2,-12.579,3.44358E-06
0x2f89,-12.5791,3.44323E-06
0x4ab7,-12.5794,3.4422E-06
0x585b,-12.5794,3.4422E-06
0x6a07,-12.5797,3.44117E-06
0x7e0c,-12.5797,3.44117E-06
0x7389,-12.5799,3.44048E-06
0x4f78,-12.58,3.44013E-06
0x507c,-12.5803,3.4391E-06
0x0ec4,-12.5804,3.43876E-06
0x7d18,-12.5804,3.43876E-06
0x6b74,-12.5811,3.43635E-06
0x2ea6,-12.5812,3.43601E-06
0x13a5,-12.5821,3.43292E-06
0x6389,-12.5823,3.43223E-06
0x773a,-12.5832,3.42914E-06
0x5b71,-12.5838,3.42709E-06
0x3eab,-12.5846,3.42435E-06
0x5095,-12.5853,3.42195E-06
0x60a5,-12.5856,3.42092E-06
0x54bb,-12.5857,3.42058E-06
0x3a8a,-12.5859,3.4199E-06
0x0f89,-12.586,3.41956E-06
0x764a,-12.586,3.41956E-06
0x4b68,-12.5861,3.41921E-06
0x4a62,-12.5864,3.41819E-06
0x7a29,-12.5868,3.41682E-06
0x51b2,-12.587,3.41614E-06
0x1eab,-12.5871,3.4158E-06
0x64b7,-12.5873,3.41511E-06
0x4095,-12.5876,3.41409E-06
0x756e,-12.5877,3.41375E-06
0x56bc,-12.588,3.41272E-06
0x664a,-12.5884,3.41136E-06
0x528b,-12.5885,3.41102E-06
0x70e8,-12.5887,3.41034E-06
0x5e1e,-12.5889,3.40965E-06
0x794b,-12.5892,3.40863E-06
0x4aac,-12.5903,3.40488E-06
0x428b,-12.5908,3.40318E-06
0x2fb5,-12.5911,3.40216E-06
0x785b,-12.5914,3.40114E-06
0x6f78,-12.592,3.3991E-06
0x707c,-12.5923,3.39808E-06
0x1a8a,-12.5928,3.39638E-06
0x689b,-12.5937,3.39333E-06
0x7c86,-12.5939,3.39265E-06
0x4899,-12.5941,3.39197E-06
0x79be,-12.5946,3.39027E-06
0x1f96,-12.5949,3.38926E-06
0x7f00,-12.5954,3.38756E-06
0x5191,-12.5957,3.38655E-06
0x7b71,-12.5957,3.38655E-06
0x7ca9,-12.5962,3.38485E-06
0x4f1c,-12.5964,3.38418E-06
0x4b2f,-12.5965,3.38384E-06
0x4dbc,-12.597,3.38215E-06
0x7496,-12.5972,3.38147E-06
0x7f17,-12.5973,3.38113E-06
0x59a7,-12.5975,3.38046E-06
0x32a4,-12.5976,3.38012E-06
0x4191,-12.598,3.37877E-06
0x6b68,-12.5981,3.37843E-06
0x6a62,-12.5984,3.37741E-06
0x2c91,-12.5985,3.37708E-06
0x6496,-12.5995,3.3737E-06
0x4b07,-12.6007,3.36966E-06
0x1fc7,-12.601,3.36864E-06
0x7090,-12.6011,3.36831E-06
0x45f9,-12.6011,3.36831E-06
0x5567,-12.6014,3.3673E-06
0x4a06,-12.6014,3.3673E-06
0x4de9,-12.6017,3.36629E-06
0x56d8,-12.6021,3.36494E-06
0x4b0c,-12.6025,3.3636E-06
0x32a2,-12.6031,3.36158E-06
0x6090,-12.6034,3.36057E-06
0x66ad,-12.6038,3.35923E-06
0x5c9d,-12.6042,3.35788E-06
0x1ad0,-12.6042,3.35788E-06
0x46d8,-12.6044,3.35721E-06
0x2fe0,-12.605,3.3552E-06
0x0c91,-12.6054,3.35386E-06
0x12a2,-12.6055,3.35352E-06
0x7b39,-12.6056,3.35318E-06
0x5a27,-12.6059,3.35218E-06
0x546c,-12.6062,3.35117E-06
0x6b2a,-12.6071,3.34816E-06
0x54eb,-12.6077,3.34615E-06
0x36a6,-12.6079,3.34548E-06
0x3fb6,-12.6079,3.34548E-06
0x698a,-12.608,3.34515E-06
0x4ab6,-12.6095,3.34013E-06
0x0bc4,-12.6096,3.3398E-06
0x3f9a,-12.6101,3.33813E-06
0x5e39,-12.6102,3.3378E-06
0x2ba6,-12.6104,3.33713E-06
0x4a09,-12.6107,3.33613E-06
0x4bb8,-12.6119,3.33213E-06
0x597b,-12.6123,3.33079E-06
0x3bf0,-12.6124,3.33046E-06
0x4762,-12.6126,3.32979E-06
0x4844,-12.613,3.32846E-06
0x54ba,-12.6131,3.32813E-06
0x65f9,-12.6131,3.32813E-06
0x7567,-12.6134,3.32713E-06
0x5578,-12.6134,3.32713E-06
0x6de9,-12.6136,3.32647E-06
0x3d80,-12.6138,3.3258E-06
0x76d8,-12.614,3.32514E-06
0x1b8e,-12.6146,3.32314E-06
0x6bbf,-12.6155,3.32015E-06
0x66d8,-12.6164,3.31717E-06
0x2bd0,-12.6164,3.31717E-06
0x1f9a,-12.617,3.31518E-06
0x17f1,-12.6173,3.31418E-06
0x2b94,-12.6175,3.31352E-06
0x37b5,-12.6178,3.31252E-06
0x5c8b,-12.6178,3.31252E-06
0x75a9,-12.6179,3.31219E-06
0x746c,-12.6182,3.3112E-06
0x44a5,-12.6182,3.3112E-06
0x0fc6,-12.6183,3.31087E-06
0x74eb,-12.6196,3.30657E-06
0x5888,-12.6199,3.30558E-06
0x1df0,-12.6199,3.30558E-06
0x599f,-12.6199,3.30558E-06
0x5c9c,-12.62,3.30524E-06
0x4a51,-12.62,3.30524E-06
0x4c89,-12.62,3.30524E-06
0x52ad,-12.62,3.30524E-06
0x4af8,-12.6202,3.30458E-06
0x1d80,-12.6208,3.3026E-06
0x44a0,-12.6211,3.30161E-06
0x5574,-12.6212,3.30128E-06
0x4a9d,-12.6213,3.30095E-06
0x5344,-12.6219,3.29897E-06
0x5a72,-12.6224,3.29732E-06
0x7ca7,-12.6226,3.29666E-06
0x46be,-12.6232,3.29468E-06
0x4c75,-12.6234,3.29403E-06
0x472e,-12.6234,3.29403E-06
0x4674,-12.6234,3.29403E-06
0x0dd0,-12.6239,3.29238E-06
0x1ec5,-12.6239,3.29238E-06
0x4344,-12.6243,3.29106E-06
0x797b,-12.6243,3.29106E-06
0x5799,-12.6245,3.2904E-06
0x6e18,-12.6246,3.29008E-06
0x6762,-12.6246,3.29008E-06
0x52b7,-12.6249,3.28909E-06
0x6844,-12.6249,3.28909E-06
0x672f,-12.625,3.28876E-06
0x0fd3,-12.6253,3.28777E-06
0x7578,-12.6254,3.28744E-06
0x79aa,-12.626,3.28547E-06
0x4799,-12.6269,3.28252E-06
0x4d87,-12.627,3.28219E-06
0x71b8,-12.6271,3.28186E-06
0x573b,-12.6271,3.28186E-06
0x3bae,-12.6271,3.28186E-06
0x5760,-12.6274,3.28088E-06
0x6dba,-12.6274,3.28088E-06
0x5556,-12.6276,3.28022E-06
0x5661,-12.6281,3.27858E-06
0x4b63,-12.6289,3.27596E-06
0x3a8b,-12.629,3.27563E-06
0x4b19,-12.629,3.27563E-06
0x7581,-12.6292,3.27498E-06
0x55db,-12.6297,3.27334E-06
0x4556,-12.6299,3.27268E-06
0x65b3,-12.6306,3.27039E-06
0x5389,-12.6306,3.27039E-06
0x61a1,-12.6313,3.26811E-06
0x3fa9,-12.6314,3.26778E-06
0x6581,-12.6315,3.26745E-06
0x6a51,-12.632,3.26582E-06
0x45db,-12.632,3.26582E-06
0x545d,-12.6321,3.26549E-06
0x6af8,-12.6321,3.26549E-06
0x514d,-12.6323,3.26484E-06
0x4389,-12.633,3.26255E-06
0x7574,-12.6332,3.2619E-06
0x3991,-12.6336,3.2606E-06
0x27a5,-12.6336,3.2606E-06
0x1fa9,-12.6338,3.25995E-06
0x7344,-12.6339,3.25962E-06
0x4f1d,-12.6341,3.25897E-06
0x5d4a,-12.6343,3.25832E-06
0x7a72,-12.6344,3.25799E-06
0x495a,-12.6344,3.25799E-06
0x445d,-12.6344,3.25799E-06
0x486d,-12.6345,3.25766E-06
0x414d,-12.6346,3.25734E-06
0x4dbd,-12.6347,3.25701E-06
0x6c75,-12.6353,3.25506E-06
0x6674,-12.6354,3.25473E-06
0x5322,-12.6355,3.25441E-06
0x52ac,-12.6358,3.25343E-06
0x1a8b,-12.636,3.25278E-06
0x2fc5,-12.6361,3.25246E-06
0x6344,-12.6362,3.25213E-06
0x33a6,-12.6371,3.24921E-06
0x4a9c,-12.6371,3.24921E-06
0x6b18,-12.6373,3.24856E-06
0x66ac,-12.6373,3.24856E-06
0x63b7,-12.638,3.24628E-06
0x5e01,-12.6383,3.24531E-06
0x4277,-12.6384,3.24498E-06
0x7085,-12.6386,3.24434E-06
0x7760,-12.6394,3.24174E-06
0x7556,-12.6396,3.24109E-06
0x0bd1,-12.6396,3.24109E-06
0x7661,-12.6401,3.23947E-06
0x4b0d,-12.6402,3.23915E-06
0x6bb9,-12.6403,3.23882E-06
0x7497,-12.6403,3.23882E-06
0x1991,-12.6405,3.23818E-06
0x7887,-12.6408,3.23721E-06
0x6b63,-12.6408,3.23721E-06
0x6085,-12.6409,3.23688E-06
0x7323,-12.641,3.23656E-06
0x56d9,-12.6414,3.23526E-06
0x58b9,-12.6415,3.23494E-06
0x5858,-12.6415,3.23494E-06
0x75db,-12.6417,3.23429E-06
0x7b1b,-12.6417,3.23429E-06
0x6556,-12.6419,3.23365E-06
0x532f,-12.642,3.23332E-06
0x73bf,-12.6422,3.23268E-06
0x55bc,-12.6425,3.23171E-06
0x6497,-12.6426,3.23138E-06
0x7592,-12.6428,3.23074E-06
0x7e38,-12.643,3.23009E-06
0x6d1b,-12.6435,3.22848E-06
0x4977,-12.6437,3.22783E-06
0x46d9,-12.6437,3.22783E-06
0x65db,-12.644,3.22686E-06
0x745d,-12.6441,3.22654E-06
0x714d,-12.6443,3.2259E-06
0x466b,-12.6447,3.22461E-06
0x6592,-12.6451,3.22332E-06
0x3d95,-12.6452,3.22299E-06
0x78bb,-12.6455,3.22203E-06
0x1db4,-12.6458,3.22106E-06
0x7d4a,-12.6463,3.21945E-06
0x695a,-12.6464,3.21913E-06
0x645d,-12.6464,3.21913E-06
0x686d,-12.6464,3.21913E-06
0x5c51,-12.6466,3.21848E-06
0x614d,-12.6466,3.21848E-06
0x4af9,-12.6475,3.21559E-06
0x51b9,-12.6478,3.21462E-06
0x0aa4,-12.6479,3.2143E-06
0x5175,-12.6487,3.21173E-06
0x5e1f,-12.6498,3.2082E-06
0x52c8,-12.6499,3.20788E-06
0x599e,-12.65,3.20756E-06
0x6277,-12.6504,3.20628E-06
0x3fb7,-12.6511,3.20403E-06
0x49e8,-12.6516,3.20243E-06
0x5090,-12.6518,3.20179E-06
0x42c8,-12.6522,3.20051E-06
0x3cb1,-12.6523,3.20019E-06
0x427c,-12.6524,3.19987E-06
0x4de3,-12.6526,3.19923E-06
0x4b50,-12.6528,3.19859E-06
0x1bc5,-12.6532,3.19731E-06
0x76d9,-12.6534,3.19667E-06
0x1ff3,-12.6535,3.19635E-06
0x7858,-12.6535,3.19635E-06
0x4090,-12.6541,3.19444E-06
0x573a,-12.6545,3.19316E-06
0x1cb1,-12.6548,3.1922E-06
0x52b6,-12.655,3.19156E-06
0x6977,-12.6557,3.18933E-06
0x66d9,-12.6557,3.18933E-06
0x1f97,-12.6557,3.18933E-06
0x6898,-12.6559,3.18869E-06
0x7b38,-12.6561,3.18805E-06
0x5d18,-12.6561,3.18805E-06
0x6986,-12.6562,3.18773E-06
0x5565,-12.6566,3.18646E-06
0x666b,-12.6566,3.18646E-06
0x768d,-12.6569,3.1855E-06
0x55d8,-12.6573,3.18423E-06
0x0ea6,-12.6579,3.18232E-06
0x5a29,-12.658,3.182E-06
0x7c51,-12.6585,3.18041E-06
0x7e2d,-12.6589,3.17914E-06
0x668d,-12.6592,3.17819E-06
0x3ff4,-12.6594,3.17755E-06
0x4b2a,-12.6595,3.17723E-06
0x6af9,-12.6595,3.17723E-06
0x45d8,-12.6596,3.17691E-06
0x506f,-12.6604,3.17437E-06
0x7175,-12.6607,3.17342E-06
0x5849,-12.6608,3.1731E-06
0x4f79,-12.6609,3.17279E-06
0x2ec4,-12.6612,3.17184E-06
0x3b8f,-12.6616,3.17057E-06
0x72c8,-12.6619,3.16962E-06
0x2f88,-12.663,3.16613E-06
0x6bbe,-12.6632,3.1655E-06
0x69e8,-12.6636,3.16423E-06
0x59a6,-12.6637,3.16392E-06
0x62c8,-12.6642,3.16233E-06
0x627c,-12.6643,3.16202E-06
0x6de3,-12.6646,3.16107E-06
0x6b50,-12.6647,3.16075E-06
0x7d8f,-12.6655,3.15823E-06
0x6f01,-12.6655,3.15823E-06
0x72b9,-12.6656,3.15791E-06
0x7f36,-12.6668,3.15412E-06
0x4b69,-12.667,3.15349E-06
0x5ca9,-12.6674,3.15223E-06
0x5c48,-12.6674,3.15223E-06
0x12e0,-12.6676,3.1516E-06
0x498c,-12.668,3.15034E-06
0x75a8,-12.6684,3.14908E-06
0x7565,-12.6685,3.14877E-06
0x52d2,-12.6689,3.14751E-06
0x1bf1,-12.6691,3.14688E-06
0x75d8,-12.6692,3.14656E-06
0x5953,-12.6693,3.14625E-06
0x489b,-12.6695,3.14562E-06
0x5485,-12.6696,3.1453E-06
0x3bb5,-12.6696,3.1453E-06
0x0f88,-12.6699,3.14436E-06
0x507e,-12.6706,3.14216E-06
0x3f99,-12.6707,3.14185E-06
0x5f00,-12.6711,3.14059E-06
0x42d2,-12.6712,3.14028E-06
0x65d8,-12.6715,3.13933E-06
0x4485,-12.6719,3.13808E-06
0x75a3,-12.6723,3.13682E-06
0x706f,-12.6723,3.13682E-06
0x6a08,-12.6724,3.13651E-06
0x7849,-12.6727,3.13557E-06
0x6f79,-12.6728,3.13526E-06
0x788b,-12.6729,3.13494E-06
0x7f11,-12.6732,3.134E-06
0x78b8,-12.6742,3.13087E-06
0x569e,-12.6745,3.12993E-06
0x570e,-12.6747,3.1293E-06
0x1b95,-12.675,3.12837E-06
0x6889,-12.6751,3.12805E-06
0x4de2,-12.6757,3.12618E-06
0x3b89,-12.6768,3.12274E-06
0x4e2f,-12.6768,3.12274E-06
0x5b39,-12.6768,3.12274E-06
0x469e,-12.6768,3.12274E-06
0x470e,-12.677,3.12211E-06
0x7739,-12.6771,3.1218E-06
0x1f99,-12.6777,3.11993E-06
0x770f,-12.678,3.11899E-06
0x1ac4,-12.6782,3.11837E-06
0x417c,-12.6782,3.11837E-06
0x16e2,-12.6789,3.11619E-06
0x6b69,-12.6789,3.11619E-06
0x5d50,-12.6793,3.11494E-06
0x7c48,-12.6794,3.11463E-06
0x32a3,-12.6797,3.1137E-06
0x4dba,-12.6798,3.11338E-06
0x5581,-12.6799,3.11307E-06
0x55bd,-12.6802,3.11214E-06
0x670f,-12.6803,3.11183E-06
0x1ff2,-12.6808,3.11027E-06
0x72d2,-12.6808,3.11027E-06
0x7953,-12.6812,3.10903E-06
0x0f8f,-12.6816,3.10779E-06
0x6c88,-12.6818,3.10716E-06
0x3fc7,-12.6818,3.10716E-06
0x3fa8,-12.6818,3.10716E-06
0x12a3,-12.6821,3.10623E-06
0x4581,-12.6822,3.10592E-06
0x707e,-12.6826,3.10468E-06
0x45b3,-12.683,3.10344E-06
0x62d2,-12.6831,3.10313E-06
0x7329,-12.6832,3.10282E-06
0x41a1,-12.6837,3.10127E-06
0x498a,-12.6837,3.10127E-06
0x1b89,-12.6838,3.10096E-06
0x46bf,-12.684,3.10034E-06
0x1fa8,-12.6843,3.09941E-06
0x3ad0,-12.6849,3.09755E-06
0x7480,-12.6854,3.096E-06
0x63b6,-12.6858,3.09476E-06
0x0fb5,-12.6858,3.09476E-06
0x3a94,-12.686,3.09414E-06
0x1eca,-12.6861,3.09383E-06
0x0fd2,-12.6862,3.09352E-06
0x3785,-12.6867,3.09198E-06
0x6c9d,-12.6868,3.09167E-06
0x1ec6,-12.6869,3.09136E-06
0x0ba6,-12.6871,3.09074E-06
0x6e2a,-12.6875,3.0895E-06
0x6de2,-12.6877,3.08889E-06
0x6480,-12.6877,3.08889E-06
0x4f26,-12.6879,3.08827E-06
0x0fb0,-12.6887,3.0858E-06
0x6e1e,-12.689,3.08487E-06
0x2785,-12.689,3.08487E-06
0x55a9,-12.6892,3.08426E-06
0x44b6,-12.6892,3.08426E-06
0x52c9,-12.6893,3.08395E-06
0x1fe7,-12.6893,3.08395E-06
0x6f27,-12.6895,3.08333E-06
0x4897,-12.6899,3.0821E-06
0x73be,-12.6899,3.0821E-06
0x617c,-12.6902,3.08117E-06
0x768c,-12.6903,3.08087E-06
0x2bc4,-12.6904,3.08056E-06
0x7a28,-12.6908,3.07933E-06
0x7397,-12.691,3.07871E-06
0x7d50,-12.6913,3.07779E-06
0x42c9,-12.6916,3.07686E-06
0x7e2c,-12.6924,3.0744E-06
0x1cd0,-12.6924,3.0744E-06
0x668c,-12.6927,3.07348E-06
0x4bb9,-12.6927,3.07348E-06
0x4d86,-12.6932,3.07194E-06
0x6397,-12.6933,3.07164E-06
0x12a4,-12.6934,3.07133E-06
0x5592,-12.6935,3.07102E-06
0x1ed3,-12.6939,3.06979E-06
0x52d3,-12.6939,3.06979E-06
0x5c87,-12.6955,3.06489E-06
0x4592,-12.6958,3.06397E-06
0x7d3b,-12.696,3.06335E-06
0x4a9f,-12.6962,3.06274E-06
0x42d3,-12.6962,3.06274E-06
0x5e3e,-12.6971,3.05999E-06
0x59aa,-12.6972,3.05968E-06
0x5654,-12.6973,3.05937E-06
0x37f1,-12.698,3.05723E-06
0x1bea,-12.6982,3.05662E-06
0x51b8,-12.6983,3.05632E-06
0x2fc6,-12.6991,3.05387E-06
0x60a0,-12.6995,3.05265E-06
0x4654,-12.6996,3.05235E-06
0x7ca8,-12.7001,3.05082E-06
0x4e18,-12.7003,3.05021E-06
0x3df0,-12.7007,3.04899E-06
0x72c9,-12.7012,3.04747E-06
0x0bca,-12.7027,3.0429E-06
0x699f,-12.7027,3.0429E-06
0x48f2,-12.7029,3.04229E-06
0x1fb6,-12.703,3.04199E-06
0x16a6,-12.7034,3.04077E-06
0x62c9,-12.7035,3.04047E-06
0x6d1a,-12.7043,3.03803E-06
0x2dd0,-12.7046,3.03712E-06
0x3ec5,-12.7047,3.03682E-06
0x2fb0,-12.7051,3.0356E-06
0x498d,-12.7057,3.03378E-06
0x2d94,-12.7057,3.03378E-06
0x72d3,-12.7059,3.03318E-06
0x2fd3,-12.7061,3.03257E-06
0x516e,-12.7065,3.03136E-06
0x7ca6,-12.7066,3.03105E-06
0x537b,-12.7076,3.02802E-06
0x6e26,-12.7079,3.02712E-06
0x13e2,-12.7081,3.02651E-06
0x1ad1,-12.7082,3.02621E-06
0x62d3,-12.7082,3.02621E-06
0x4afa,-12.7092,3.02318E-06
0x7654,-12.7093,3.02288E-06
0x6f2c,-12.7095,3.02228E-06
0x7f37,-12.7099,3.02107E-06
0x6654,-12.7116,3.01594E-06
0x5323,-12.7122,3.01413E-06
0x1ee5,-12.7122,3.01413E-06
0x5cbd,-12.7123,3.01383E-06
0x5257,-12.7123,3.01383E-06
0x4b18,-12.713,3.01172E-06
0x4264,-12.7136,3.00991E-06
0x534b,-12.7137,3.00961E-06
0x37aa,-12.714,3.00871E-06
0x5e38,-12.7142,3.00811E-06
0x4257,-12.7146,3.0069E-06
0x4d4b,-12.7148,3.0063E-06
0x68f2,-12.7149,3.006E-06
0x48f3,-12.7159,3.003E-06
0x434b,-12.716,3.0027E-06
0x6eb8,-12.716,3.0027E-06
0x1bc6,-12.7161,3.0024E-06
0x7727,-12.7162,3.0021E-06
0x17aa,-12.7164,3.0015E-06
0x58bb,-12.7167,3.00059E-06
